"","HHID_panel","caste","jatis","cat_income","cat_assets","villageid","villagearea","sbd_annualincome","sbd_assets_noland","sbd_loanamount","sbd_dsr","sbd_dar","sbd_dsr","sbd_dar","sbd_assets_noland","sbd_loanamount","clust"
"305","ORA10","Middle","Navithar","T3 in.","T2 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","2"
"306","ORA12","Dalits","Arunthathiyar","T1 in.","T1 as.","ORA","Colony","Inc-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"307","ORA14","Middle","Vanniyar","T1 in.","T2 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"308","ORA15","Middle","Vanniyar","T3 in.","T2 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"309","ORA17","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"310","ORA18","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"311","ORA2","Dalits","SC","T1 in.","T1 as.","ORA","Colony","Inc-Dec","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"312","ORA21","Middle","Vanniyar","T2 in.","T1 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"313","ORA22","Middle","Vanniyar","T2 in.","T2 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Dec","Sta-Dec","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Dec","4"
"314","ORA23","Middle","Vanniyar","T2 in.","T3 as.","ORA","Ur","Inc-Dec","Inc-Inc","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Dec-Inc","2"
"315","ORA24","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"316","ORA25","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Sta","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"317","ORA26","Dalits","SC","T3 in.","T3 as.","ORA","Colony","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"318","ORA27","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"319","ORA28","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Dec-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Dec-Inc","2"
"320","ORA29","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"321","ORA30","Middle","Vanniyar","T1 in.","T3 as.","ORA","Ur","Sta-Dec","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"322","ORA32","Dalits","SC","T3 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","3"
"323","ORA33","Middle","Vanniyar","T2 in.","T1 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"324","ORA35","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","4"
"325","ORA36","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","3"
"326","ORA38","Middle","Padayachi","T2 in.","T2 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"327","ORA39","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","2"
"328","ORA40","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"329","ORA41","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"330","ORA43","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"331","ORA44","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Sta","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","3"
"332","ORA45","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Dec-Inc","2"
"333","ORA46","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"334","ORA47","Middle","Vanniyar","T1 in.","T3 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"335","ORA48","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"336","ORA49","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"337","ORA51","Middle","Vanniyar","T1 in.","T3 as.","ORA","Colony","Sta-Dec","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"338","ORA52","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Inc-Dec","DEC-INC","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_DEC-INC","sbd_loanamount_Dec-Inc","2"
"339","ORA8","Dalits","SC","T2 in.","T3 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"340","ORA9","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"341","SEM1","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"342","SEM10","Upper","Chettiyar","T2 in.","T3 as.","SEM","Ur","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"343","SEM12","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","2"
"344","SEM13","Dalits","SC","T3 in.","T2 as.","SEM","Colony","Inc-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"345","SEM15","Dalits","SC","T1 in.","T1 as.","SEM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"346","SEM16","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"347","SEM17","Upper","Naidu","T3 in.","T2 as.","SEM","Ur","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Dec-Inc","2"
"348","SEM18","Upper","Naidu","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"349","SEM19","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Dec","4"
"350","SEM2","Middle","Kulalar","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"351","SEM20","Middle","Vanniyar","T2 in.","T1 as.","SEM","Ur","Dec-Inc","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Inc","1"
"352","SEM22","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Dec-Sta","Dec-Dec","Dec-Inc","Dec-Dec","Dec-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"353","SEM25","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","2"
"354","SEM26","Middle","Muslims","T1 in.","T1 as.","SEM","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","1"
"355","SEM27","Dalits","SC","T3 in.","T2 as.","SEM","Colony","Sta-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"356","SEM28","Middle","Muslims","T1 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Dec","Dec-Inc","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"357","SEM29","Middle","Kulalar","T3 in.","T2 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","2"
"358","SEM30","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Dec","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"359","SEM31","Dalits","SC","T1 in.","T3 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"360","SEM32","Middle","Kulalar","T3 in.","T2 as.","SEM","Ur","Sta-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","4"
"361","SEM34","Dalits","SC","T2 in.","T3 as.","SEM","Colony","Inc-Dec","DEC-INC","Inc-Inc","Inc-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","sbd_loanamount_Inc-Inc","4"
"362","SEM35","Middle","Muslims","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"363","SEM36","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Sta-Dec","Dec-Dec","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Dec-Inc","2"
"364","SEM37","Upper","Rediyar","T3 in.","T3 as.","SEM","Ur","Dec-Sta","Dec-Dec","Inc-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Dec","2"
"365","SEM39","Dalits","SC","T1 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","3"
"366","SEM40","Middle","Muslims","T1 in.","T1 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","4"
"367","SEM41","Middle","Kulalar","T2 in.","T1 as.","SEM","Ur","Sta-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","3"
"368","SEM42","Dalits","SC","T2 in.","T3 as.","SEM","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"369","SEM43","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Dec","3"
"370","SEM44","Upper","Naidu","T1 in.","T1 as.","SEM","Ur","Dec-Inc","DEC-INC","Inc-Inc","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","sbd_loanamount_Inc-Inc","4"
"371","SEM45","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","3"
"372","SEM46","Dalits","SC","T2 in.","T2 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"373","SEM47","Middle","Vanniyar","T1 in.","T1 as.","SEM","Ur","Inc-Dec","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Dec-Inc","2"
"374","SEM48","Upper","Chettiyar","T2 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_loanamount_Inc-Inc","4"
"375","SEM49","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"376","SEM5","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"377","SEM51","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Dec-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Dec-Inc","2"
"378","SEM52","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","2"
"379","SEM6","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Inc-Dec","Dec-Dec","Inc-Dec","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Dec","1"
"380","SEM7","Middle","Kulalar","T1 in.","T3 as.","SEM","Ur","Sta-Dec","DEC-INC","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_DEC-INC","sbd_loanamount_Inc-Inc","1"
"381","SEM8","Dalits","SC","T2 in.","T2 as.","SEM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_loanamount_Inc-Inc","1"
"382","SEM9","Middle","Kulalar","T2 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_loanamount_Inc-Dec","4"
